node_index,zone_id,is_centroid
179,-1,0
180,3,0
181,-1,0
182,-1,0
183,-1,0
184,4,0
185,-1,0
186,-1,0
187,-1,0
188,3,0
189,-1,0
190,-1,0
191,2,0
192,-1,0
193,-1,0
194,5,0
195,5,0
196,4,0
197,4,0
198,5,0
199,4,0
200,4,0
201,4,0
202,4,0
203,-1,0
204,3,0
205,3,0
206,-1,0
207,3,0
208,3,0
209,3,0
210,0,0
211,0,0
212,0,0
213,-1,0
214,-1,0
215,-1,0
216,-1,0
217,4,0
218,4,0
219,-1,0
220,3,0
221,3,0
222,5,0
223,5,0
224,3,0
225,-1,0
226,5,0
227,5,0
228,-1,0
229,1,0
230,1,0
231,-1,0
232,4,0
233,3,0
234,-1,0
235,4,0
236,3,0
237,3,0
238,3,0
239,3,0
240,-1,0
241,-1,0
242,-1,0
243,-1,0
244,5,0
245,5,0
246,5,0
247,-1,0
248,-1,0
249,1,0
250,1,0
251,1,0
252,-1,0
253,-1,0
254,-1,0
255,-1,0
256,1,0
257,1,0
258,2,0
259,2,0
260,1,0
261,3,0
262,2,0
263,2,0
264,2,0
265,2,0
266,2,0
267,2,0
268,2,0
269,2,0
270,-1,0
271,3,0
272,-1,0
273,-1,0
274,-1,0
275,3,0
276,2,0
277,-1,0
278,-1,0
279,-1,0
280,1,0
281,-1,0
282,-1,0
283,1,0
284,1,0
285,-1,0
286,-1,0
287,4,0
288,-1,0
289,4,0
290,1,0
291,4,0
292,-1,0
293,-1,0
294,4,0
295,-1,0
296,-1,0
297,-1,0
298,5,0
299,5,0
300,0,0
301,0,0
302,0,0
303,5,0
304,0,0
305,-1,0
306,5,0
307,0,0
308,5,0
309,5,0
310,1,0
311,5,0
312,5,0
313,-1,0
314,-1,0
315,1,0
316,1,0
317,1,0
318,1,0
319,1,0
320,0,0
321,-1,0
322,5,0
323,0,0
324,4,0
325,0,0
326,-1,0
327,-1,0
328,1,0
329,-1,0
330,3,0
331,0,0
332,5,0
333,5,0
334,3,0
335,-1,0
336,3,0
337,3,0
338,0,0
339,3,0
340,-1,0
341,-1,0
342,0,0
343,-1,0
344,-1,0
345,4,0
346,4,0
347,-1,0
348,0,0
349,0,0
350,0,0
351,0,0
352,3,0
353,2,0
354,2,0
355,-1,0
356,-1,0
357,-1,0
358,0,0
359,0,0
360,-1,0
361,2,0
362,-1,0
363,2,0
364,0,0
365,2,0
366,2,0
367,0,0
368,-1,0
369,0,0
370,2,0
371,-1,0
372,2,0
373,3,0
374,1,0
375,1,0
376,1,0
377,1,0
378,-1,0
379,-1,0
380,1,0
381,-1,0
382,-1,0
383,2,0
384,2,0
385,-1,0
386,1,0
387,4,0
388,2,0
389,2,0
390,0,0
391,0,0
392,0,0
393,0,0
394,0,0
395,-1,0
396,-1,0
397,5,0
398,2,0
399,2,0
400,5,0
401,2,0
402,5,0
403,2,0
404,5,0
405,5,0
406,2,0
407,-1,0
408,2,0
409,-1,0
410,-1,0
411,-1,0
412,-1,0
413,-1,0
414,2,0
415,1,0
416,1,0
417,1,0
418,1,0
419,-1,0
420,-1,0
421,-1,0
422,-1,0
423,-1,0
424,-1,0
425,3,0
426,-1,0
427,3,0
428,2,0
429,2,0
430,-1,0
431,2,0
432,3,0
433,3,0
434,3,0
435,0,0
436,0,0
437,0,0
438,2,0
439,-1,0
440,0,0
441,5,0
442,0,0
443,5,0
444,5,0
445,0,0
446,-1,0
447,4,0
448,-1,0
449,2,0
450,0,0
451,-1,0
452,-1,0
453,4,0
454,-1,0
455,-1,0
456,0,0
457,-1,0
458,5,0
459,2,0
460,-1,0
461,-1,0
462,3,0
463,2,0
464,-1,0
465,2,0
466,2,0
467,4,0
468,4,0
469,4,0
470,4,0
471,0,0
472,0,0
473,-1,0
474,0,0
475,2,0
476,2,0
477,0,0
478,2,0
479,2,0
480,0,0
481,0,0
482,4,0
483,0,0
484,0,0
485,2,0
486,3,0
487,0,0
488,0,0
489,3,0
490,1,0
491,0,0
492,0,0
493,0,0
494,0,0
495,0,0
496,0,0
497,0,0
498,-1,0
499,2,0
500,4,0
501,0,0
502,0,0
503,0,0
504,-1,0
505,2,0
506,0,0
507,2,0
508,0,0
509,0,0
510,0,0
511,0,0
512,1,0
513,0,0
514,-1,0
515,-1,0
516,-1,0
517,0,0
518,-1,0
519,-1,0
520,-1,0
521,-1,0
522,0,0
523,0,0
524,-1,0
525,0,0
526,0,0
527,-1,0
528,-1,0
529,3,0
530,-1,0
531,-1,0
532,-1,0
533,2,0
534,3,0
535,2,0
536,2,0
537,3,0
538,3,0
539,-1,0
540,-1,0
541,-1,0
542,3,0
543,3,0
544,3,0
545,-1,0
546,-1,0
547,-1,0
548,-1,0
549,3,0
550,3,0
551,-1,0
552,3,0
553,3,0
554,3,0
555,-1,0
556,-1,0
557,3,0
558,-1,0
559,-1,0
560,-1,0
561,-1,0
562,-1,0
563,-1,0
564,-1,0
565,-1,0
566,1,0
567,-1,0
568,-1,0
569,1,0
570,1,0
571,5,0
572,-1,0
573,-1,0
574,-1,0
575,0,0
576,-1,0
577,-1,0
578,-1,0
579,-1,0
580,-1,0
581,-1,0
582,-1,0
583,-1,0
584,5,0
585,3,0
586,5,0
587,-1,0
588,-1,0
589,-1,0
590,-1,0
591,3,0
592,3,0
593,0,0
594,4,0
595,2,0
596,3,0
597,0,0
598,5,0
599,0,0
600,0,0
601,0,0
602,3,0
603,3,0
604,3,0
605,-1,0
606,4,0
607,-1,0
608,2,0
609,-1,0
610,-1,0
611,2,0
612,0,0
613,1,0
614,1,0
615,-1,0
616,-1,0
617,4,0
618,-1,0
619,0,0
620,5,0
621,-1,0
622,0,0
623,-1,0
624,4,0
625,4,0
626,-1,0
627,5,0
628,5,0
629,0,0
630,0,0
631,0,0
632,2,0
633,-1,0
634,-1,0
635,-1,0
636,-1,0
637,2,0
638,-1,0
639,2,0
640,0,0
641,-1,0
642,1,0
643,-1,0
644,0,0
645,0,0
646,-1,0
647,-1,0
648,0,0
649,0,0
650,1,0
651,-1,0
652,1,0
653,1,0
654,-1,0
655,5,0
656,0,0
657,5,0
658,5,0
659,0,0
660,5,0
661,0,0
662,3,0
663,4,0
664,3,0
665,5,0
666,5,0
667,3,0
668,5,0
669,3,0
670,1,0
671,3,0
672,-1,0
673,5,0
674,4,0
675,3,0
676,3,0
677,-1,0
678,3,0
679,1,0
680,3,0
681,-1,0
682,1,0
683,3,0
684,2,0
685,-1,0
686,1,0
687,-1,0
688,-1,0
689,-1,0
690,1,0
691,1,0
692,1,0
693,-1,0
694,5,0
695,5,0
696,-1,0
697,2,0
698,-1,0
699,-1,0
700,-1,0
701,-1,0
702,-1,0
703,-1,0
704,-1,0
705,-1,0
706,-1,0
707,1,0
708,1,0
709,1,0
710,1,0
711,3,0
712,3,0
713,0,0
714,2,0
715,1,0
716,1,0
717,1,0
718,1,0
719,0,0
720,1,0
721,1,0
722,1,0
723,-1,0
724,-1,0
725,-1,0
726,3,0
727,1,0
728,1,0
729,3,0
730,3,0
731,3,0
732,3,0
733,2,0
734,5,0
735,5,0
736,-1,0
737,1,0
738,3,0
739,5,0
740,3,0
741,3,0
742,3,0
743,-1,0
744,2,0
745,-1,0
746,1,0
747,-1,0
748,-1,0
749,0,0
750,2,0
751,2,0
752,-1,0
753,-1,0
754,2,0
755,-1,0
756,-1,0
757,-1,0
758,-1,0
759,2,0
760,-1,0
761,-1,0
762,1,0
763,-1,0
764,5,0
765,5,0
766,2,0
767,2,0
768,-1,0
769,2,0
770,1,0
771,-1,0
772,2,0
773,-1,0
774,2,0
775,3,0
776,3,0
777,3,0
778,3,0
779,-1,0
780,-1,0
781,1,0
782,1,0
783,-1,0
784,-1,0
785,-1,0
786,2,0
787,-1,0
788,-1,0
789,-1,0
790,-1,0
791,-1,0
792,-1,0
793,2,0
794,2,0
795,-1,0
796,2,0
797,-1,0
798,2,0
799,2,0
800,2,0
801,0,0
802,-1,0
803,3,0
804,0,0
805,0,0
806,0,0
807,1,0
808,1,0
809,0,0
810,2,0
811,2,0
812,-1,0
813,-1,0
814,-1,0
815,-1,0
816,4,0
817,-1,0
818,2,0
819,2,0
820,2,0
821,3,0
822,1,0
823,1,0
824,4,0
825,2,0
826,2,0
827,2,0
828,-1,0
829,-1,0
830,2,0
831,3,0
832,3,0
833,-1,0
834,-1,0
835,3,0
836,3,0
837,5,0
838,5,0
839,5,0
840,2,0
841,2,0
842,2,0
843,2,0
844,-1,0
845,-1,0
846,2,0
847,2,0
848,2,0
849,2,0
850,2,0
851,0,0
852,0,0
853,2,0
854,2,0
855,4,0
856,-1,0
857,-1,0
858,-1,0
859,-1,0
860,2,0
861,3,0
862,2,0
863,-1,0
864,-1,0
865,-1,0
866,0,0
867,0,0
868,0,0
869,0,0
870,4,0
871,0,0
872,0,0
873,0,0
874,5,0
875,0,0
876,0,0
877,2,0
878,-1,0
879,4,0
880,2,0
881,-1,0
882,4,0
883,-1,0
884,4,0
885,1,0
886,1,0
887,2,0
888,3,0
889,2,0
890,-1,0
891,-1,0
892,-1,0
893,-1,0
894,-1,0
895,3,0
896,-1,0
897,-1,0
898,-1,0
899,-1,0
900,-1,0
901,4,0
902,3,0
903,5,0
904,-1,0
905,5,0
906,2,0
907,-1,0
908,0,0
909,-1,0
910,-1,0
911,5,0
912,2,0
913,3,0
914,2,0
915,2,0
916,0,0
917,0,0
918,2,0
919,-1,0
920,-1,0
921,-1,0
922,2,0
923,-1,0
924,2,0
925,2,0
926,2,0
927,2,0
928,4,0
929,4,0
930,4,0
931,4,0
932,-1,0
933,-1,0
934,-1,0
935,5,0
936,3,0
937,-1,0
938,2,0
939,2,0
940,3,0
941,4,0
942,2,0
943,2,0
944,2,0
945,-1,0
946,3,0
947,3,0
948,-1,0
949,-1,0
950,3,0
951,3,0
952,4,0
953,2,0
954,2,0
955,3,0
956,2,0
957,2,0
958,2,0
959,2,0
960,2,0
961,2,0
962,2,0
963,2,0
964,2,0
965,-1,0
966,-1,0
967,2,0
968,-1,0
969,2,0
970,2,0
971,5,0
972,-1,0
973,-1,0
974,-1,0
975,2,0
976,2,0
977,2,0
978,-1,0
979,2,0
980,2,0
981,2,0
982,-1,0
983,2,0
984,2,0
985,2,0
986,4,0
987,2,0
988,2,0
989,2,0
990,3,0
991,3,0
992,3,0
993,-1,0
994,2,0
995,-1,0
996,2,0
997,2,0
998,1,0
999,2,0
1000,2,0
1001,2,0
1002,-1,0
1003,1,0
1004,1,0
1005,5,0
1006,4,0
1007,2,0
1008,2,0
1009,-1,0
1010,2,0
1011,3,0
1012,-1,0
1013,1,0
1014,-1,0
1015,-1,0
1016,4,0
1017,-1,0
1018,4,0
1019,-1,0
1020,-1,0
1021,4,0
1022,4,0
1023,0,0
1024,-1,0
1025,-1,0
1026,-1,0
1027,-1,0
1028,-1,0
1029,-1,0
1030,3,0
1031,3,0
1032,5,0
1033,-1,0
1034,2,0
1035,3,0
1036,3,0
1037,2,0
1038,3,0
1039,3,0
1040,2,0
1041,5,0
1042,-1,0
1043,-1,0
1044,-1,0
1045,-1,0
1046,-1,0
1047,-1,0
1048,-1,0
1049,-1,0
1050,1,0
1051,1,0
1052,-1,0
1053,5,0
1054,5,0
1055,-1,0
1056,-1,0
1057,2,0
1058,2,0
1059,-1,0
1060,2,0
1061,2,0
1062,3,0
1063,0,0
1064,2,0
1065,-1,0
1066,4,0
1067,3,0
1068,3,0
1069,3,0
1070,3,0
1071,3,0
1072,4,0
1073,4,0
1074,3,0
1075,3,0
1076,4,0
1077,4,0
1078,4,0
1079,4,0
1080,4,0
1081,4,0
1082,4,0
1083,4,0
1084,0,0
1085,-1,0
1086,4,0
1087,-1,0
1088,-1,0
1089,4,0
1090,5,0
1091,3,0
1092,3,0
1093,3,0
1094,3,0
1095,3,0
1096,3,0
1097,3,0
1098,-1,0
1099,-1,0
1100,-1,0
1101,-1,0
1102,-1,0
1103,-1,0
1104,-1,0
1105,-1,0
1106,-1,0
1107,-1,0
1108,2,0
1109,-1,0
1110,-1,0
1111,1,0
1112,-1,0
1113,1,0
1114,3,0
1115,-1,0
1116,-1,0
1117,1,0
1118,2,0
1119,0,0
1120,0,0
1121,1,0
1122,1,0
1123,1,0
1124,1,0
1125,-1,0
1126,1,0
1127,-1,0
1128,5,0
1129,1,0
1130,1,0
1131,4,0
1132,4,0
1133,4,0
1134,1,0
1135,2,0
1136,1,0
1137,2,0
1138,4,0
1139,3,0
1140,2,0
1141,2,0
1142,5,0
1143,5,0
1144,3,0
1145,5,0
1146,3,0
1147,3,0
1148,5,0
1149,-1,0
1150,5,0
1151,-1,0
1152,2,0
1153,1,0
1154,3,0
1155,-1,0
1156,-1,0
1157,2,0
1158,2,0
1159,1,0
1160,1,0
1161,3,0
1162,3,0
1163,1,0
1164,2,0
1165,2,0
1166,2,0
1167,2,0
1168,2,0
1169,2,0
1170,2,0
1171,2,0
1172,2,0
1173,2,0
1174,3,0
1175,5,0
1176,-1,0
1177,3,0
1178,5,0
1179,-1,0
1180,5,0
1181,2,0
1182,2,0
1183,5,0
1184,-1,0
1185,5,0
1186,2,0
1187,2,0
1188,2,0
1189,5,0
1190,2,0
1191,5,0
1192,5,0
1193,3,0
1194,5,0
1195,1,0
1196,2,0
1197,2,0
1198,-1,0
1199,2,0
1200,2,0
1201,2,0
1202,2,0
1203,2,0
1204,2,0
1205,5,0
1206,-1,0
1207,3,0
1208,-1,0
1209,-1,0
1210,-1,0
1211,-1,0
1212,3,0
1213,1,0
1214,1,0
1215,2,0
1216,1,0
1217,1,0
1218,2,0
1219,0,0
1220,-1,0
1221,-1,0
1222,-1,0
1223,5,0
1224,5,0
1225,5,0
1226,-1,0
1227,5,0
1228,5,0
1229,5,0
1230,5,0
1231,5,0
1232,-1,0
1233,5,0
1234,5,0
1235,4,0
1236,5,0
1237,1,0
1238,5,0
1239,1,0
1240,5,0
1241,5,0
1242,-1,0
1243,1,0
1244,1,0
1245,1,0
1246,1,0
1247,5,0
1248,1,0
1249,1,0
1250,1,0
1251,-1,0
1252,-1,0
1253,1,0
1254,-1,0
1255,1,0
1256,1,0
1257,1,0
1258,5,0
1259,4,0
1260,4,0
1261,5,0
1262,5,0
1263,-1,0
1264,-1,0
1265,4,0
1266,1,0
1267,-1,0
1268,-1,0
1269,5,0
1270,5,0
1271,5,0
1272,3,0
1273,-1,0
1274,3,0
1275,-1,0
1276,5,0
1277,5,0
1278,5,0
1279,-1,0
1280,5,0
1281,5,0
1282,5,0
1283,-1,0
1284,-1,0
1285,5,0
1286,-1,0
1287,-1,0
1288,5,0
1289,5,0
1290,-1,0
1291,5,0
1292,-1,0
1293,-1,0
1294,5,0
1295,-1,0
1296,-1,0
1297,5,0
1298,5,0
1299,5,0
1300,3,0
1301,3,0
1302,-1,0
1303,-1,0
1304,-1,0
1305,-1,0
1306,-1,0
1307,4,0
1308,4,0
1309,-1,0
1310,-1,0
1311,4,0
1312,4,0
1313,-1,0
1314,-1,0
1315,-1,0
1316,-1,0
1317,4,0
1318,2,0
1319,0,0
1320,0,0
1321,0,0
1322,0,0
1323,2,0
1324,4,0
1325,5,0
1326,-1,0
1327,-1,0
1328,3,0
1329,2,0
1330,2,0
1331,5,0
1332,5,0
1333,5,0
1334,5,0
1335,-1,0
1336,-1,0
1337,5,0
1338,5,0
1339,3,0
1340,3,0
1341,3,0
1342,3,0
1343,-1,0
1344,2,0
1345,5,0
1346,3,0
1347,2,0
1348,-1,0
1349,-1,0
1350,-1,0
1351,2,0
1352,2,0
1353,2,0
1354,4,0
1355,4,0
1356,2,0
1357,2,0
1358,-1,0
1359,-1,0
1360,5,0
1361,5,0
1362,-1,0
1363,5,0
1364,5,0
1365,3,0
1366,2,0
1367,3,0
1368,5,0
1369,5,0
1370,2,0
1371,2,0
1372,1,0
1373,4,0
1374,4,0
1375,1,0
1376,1,0
1377,4,0
1378,-1,0
1379,4,0
1380,1,0
1381,1,0
1382,3,0
1383,5,0
1384,4,0
1385,5,0
1386,3,0
1387,1,0
1388,3,0
1389,-1,0
1390,3,0
1391,1,0
1392,1,0
1393,4,0
1394,3,0
1395,3,0
1396,3,0
1397,4,0
1398,5,0
1399,3,0
1400,3,0
1401,5,0
1402,3,0
1403,1,0
1404,5,0
1405,3,0
1406,3,0
1407,3,0
1408,3,0
1409,4,0
1410,4,0
1411,4,0
1412,4,0
1413,4,0
1414,4,0
1415,5,0
1416,4,0
1417,4,0
1418,5,0
1419,1,0
1420,0,0
1421,4,0
1422,4,0
1423,4,0
1424,4,0
1425,4,0
1426,3,0
1427,2,0
1428,3,0
1429,4,0
1430,-1,0
1431,-1,0
1432,1,0
1433,-1,0
1434,2,0
1435,-1,0
1436,3,0
1437,3,0
1438,-1,0
1439,5,0
1440,5,0
1441,5,0
1442,5,0
1443,5,0
1444,5,0
1445,5,0
1446,4,0
1447,1,0
1448,3,0
1449,-1,0
1450,-1,0
1451,-1,0
1452,-1,0
1453,-1,0
1454,-1,0
1455,-1,0
1456,3,0
1457,-1,0
1458,-1,0
1459,3,0
1460,-1,0
1461,-1,0
1462,3,0
1463,-1,0
1464,3,0
1465,-1,0
1466,-1,0
1467,-1,0
1468,-1,0
1469,-1,0
1470,-1,0
1471,5,0
1472,-1,0
1473,-1,0
1474,5,0
1475,5,0
1476,5,0
1477,5,0
1478,-1,0
1479,-1,0
1480,3,0
1481,3,0
1482,3,0
1483,3,0
1484,4,0
1485,1,0
1486,3,0
1487,3,0
1488,5,0
1489,-1,0
1490,-1,0
1491,-1,0
1492,5,0
1493,5,0
1494,-1,0
1495,5,0
1496,-1,0
1497,3,0
1498,-1,0
1499,-1,0
1500,-1,0
1501,-1,0
1502,3,0
1503,3,0
1504,1,0
1505,-1,0
1506,1,0
1507,5,0
1508,1,0
1509,-1,0
1510,-1,0
1511,-1,0
1512,5,0
1513,-1,0
1514,-1,0
1515,-1,0
1516,-1,0
1517,-1,0
1518,-1,0
1519,-1,0
1520,1,0
1521,-1,0
1522,-1,0
1523,-1,0
1524,-1,0
1525,-1,0
1526,4,0
1527,4,0
1528,4,0
1529,4,0
1530,4,0
1531,4,0
1532,4,0
1533,4,0
1534,4,0
1535,-1,0
1536,4,0
1537,-1,0
1538,4,0
1539,-1,0
1540,-1,0
1541,4,0
1542,3,0
1543,5,0
1544,5,0
1545,5,0
1546,0,0
1547,5,0
1548,-1,0
1549,5,0
1550,5,0
1551,5,0
1552,4,0
1553,5,0
1554,5,0
1555,5,0
1556,5,0
1557,4,0
1558,4,0
1559,-1,0
1560,2,0
1561,-1,0
1562,0,0
1563,-1,0
1564,-1,0
1565,-1,0
1566,-1,0
1567,0,0
1568,-1,0
1569,-1,0
1570,-1,0
1571,5,0
1572,3,0
1573,-1,0
1574,3,0
1575,3,0
1576,3,0
1577,-1,0
1578,-1,0
1579,-1,0
1580,-1,0
1581,-1,0
1582,-1,0
1583,3,0
1584,3,0
1585,-1,0
1586,3,0
1587,3,0
1588,-1,0
1589,-1,0
1590,3,0
1591,5,0
1592,-1,0
1593,3,0
1594,5,0
1595,5,0
1596,3,0
1597,5,0
1598,5,0
1599,5,0
1600,5,0
1601,5,0
1602,5,0
1603,5,0
1604,5,0
1605,5,0
1606,5,0
1607,5,0
1608,5,0
1609,0,0
1610,3,0
1611,0,0
1612,-1,0
1613,0,0
1614,3,0
1615,-1,0
1616,-1,0
1617,0,0
1618,0,0
1619,1,0
1620,3,0
1621,-1,0
1622,5,0
1623,5,0
1624,-1,0
1625,-1,0
1626,1,0
1627,1,0
1628,5,0
1629,3,0
1630,-1,0
1631,3,0
1632,3,0
1633,3,0
1634,-1,0
1635,5,0
1636,3,0
1637,2,0
1638,-1,0
1639,5,0
1640,2,0
1641,-1,0
1642,4,0
1643,4,0
1644,4,0
1645,4,0
1646,-1,0
1647,3,0
1648,-1,0
1649,4,0
1650,3,0
1651,-1,0
1652,-1,0
1653,3,0
1654,4,0
1655,3,0
1656,3,0
1657,3,0
1658,3,0
1659,3,0
1660,3,0
1661,2,0
1662,3,0
1663,-1,0
1664,3,0
1665,3,0
1666,4,0
1667,-1,0
1668,4,0
1669,4,0
1670,2,0
1671,4,0
1672,5,0
1673,-1,0
1674,-1,0
1675,-1,0
1676,-1,0
1677,5,0
1678,2,0
1679,-1,0
1680,2,0
1681,-1,0
1682,-1,0
1683,-1,0
1684,1,0
1685,1,0
1686,-1,0
1687,1,0
1688,-1,0
1689,-1,0
1690,-1,0
1691,1,0
1692,-1,0
1693,3,0
1694,3,0
1695,2,0
1696,2,0
1697,3,0
1698,2,0
1699,3,0
1700,3,0
1701,3,0
1702,3,0
1703,3,0
1704,3,0
1705,3,0
1706,-1,0
1707,4,0
1708,4,0
1709,4,0
1710,3,0
1711,4,0
1712,-1,0
1713,-1,0
1714,-1,0
1715,4,0
1716,4,0
1717,4,0
1718,4,0
1719,4,0
1720,4,0
1721,4,0
1722,4,0
1723,-1,0
1724,-1,0
1725,4,0
1726,-1,0
1727,4,0
1728,-1,0
1729,4,0
1730,2,0
1731,-1,0
1732,4,0
1733,-1,0
1734,3,0
1735,2,0
1736,4,0
1737,3,0
1738,1,0
1739,4,0
1740,-1,0
1741,-1,0
1742,-1,0
1743,2,0
1744,2,0
1745,4,0
1746,-1,0
1747,5,0
1748,2,0
1749,-1,0
1750,5,0
1751,4,0
1752,4,0
1753,1,0
1754,1,0
1755,-1,0
1756,-1,0
1757,-1,0
1758,-1,0
1759,-1,0
1760,-1,0
1761,-1,0
1762,-1,0
1763,-1,0
1764,-1,0
1765,-1,0
1766,-1,0
1767,-1,0
1768,-1,0
1769,-1,0
1770,-1,0
1771,-1,0
1772,-1,0
1773,-1,0
1774,-1,0
1775,-1,0
1776,-1,0
1777,-1,0
1778,-1,0
1779,-1,0
1780,-1,0
1781,-1,0
1782,-1,0
1783,0,0
1784,0,0
1785,0,0
1786,-1,0
1787,-1,0
1788,-1,0
1789,-1,0
1790,-1,0
1791,-1,0
1792,-1,0
1793,-1,0
1794,-1,0
1795,-1,0
1796,-1,0
1797,-1,0
1798,4,0
1799,5,0
1800,-1,0
1801,2,0
1802,1,0
1803,2,0
1804,2,0
1805,2,0
1806,2,0
1807,3,0
1808,3,0
1809,-1,0
1810,3,0
1811,1,0
1812,2,0
1813,1,0
1814,1,0
1815,5,0
1816,-1,0
1817,-1,0
1818,-1,0
1819,-1,0
1820,1,0
1821,1,0
1822,-1,0
1823,-1,0
1824,4,0
1825,-1,0
1826,4,0
1827,3,0
1828,3,0
1829,3,0
1830,3,0
1831,1,0
1832,1,0
1833,3,0
1834,3,0
1835,3,0
1836,3,0
1837,-1,0
1838,5,0
1839,-1,0
1840,-1,0
1841,-1,0
1842,-1,0
1843,-1,0
1844,-1,0
1845,3,0
1846,3,0
1847,3,0
1848,5,0
1849,1,0
1850,3,0
1851,4,0
1852,3,0
1853,1,0
1854,2,0
1855,4,0
1856,4,0
1857,2,0
1858,-1,0
1859,1,0
1860,-1,0
1861,4,0
1862,-1,0
1863,-1,0
1864,-1,0
1865,5,0
1866,0,0
1867,0,0
1868,0,0
1869,0,0
1870,0,0
1871,-1,0
1872,0,0
1873,5,0
1874,-1,0
1875,5,0
1876,0,0
1877,1,0
1878,1,0
1879,5,0
1880,3,0
1881,5,0
1882,1,0
1883,2,0
1884,-1,0
1885,5,0
1886,5,0
1887,2,0
1888,-1,0
1889,3,0
1890,-1,0
1891,2,0
1892,2,0
1893,2,0
1894,3,0
1895,4,0
1896,-1,0
1897,4,0
1898,4,0
1899,4,0
1900,3,0
1901,4,0
1902,2,0
1903,2,0
1904,3,0
1905,2,0
1906,2,0
1907,2,0
1908,2,0
1909,2,0
1910,-1,0
1911,2,0
1912,4,0
1913,2,0
1914,-1,0
1915,-1,0
1916,-1,0
1917,-1,0
1918,-1,0
1919,4,0
1920,-1,0
1921,2,0
1922,-1,0
1923,-1,0
1924,-1,0
1925,2,0
1926,-1,0
1927,2,0
1928,3,0
1929,2,0
1930,-1,0
1931,2,0
1932,-1,0
1933,-1,0
1934,4,0
1935,4,0
1936,3,0
1937,4,0
1938,-1,0
1939,5,0
1940,5,0
1941,-1,0
1942,1,0
1943,1,0
1944,2,0
1945,-1,0
1946,3,0
1947,-1,0
1948,-1,0
1949,-1,0
1950,0,0
1951,0,0
1952,0,0
1953,3,0
1954,-1,0
1955,-1,0
1956,-1,0
1957,-1,0
1958,-1,0
1959,-1,0
1960,4,0
1961,4,0
1962,-1,0
1963,4,0
1964,-1,0
1965,-1,0
1966,-1,0
1967,-1,0
1968,4,0
1969,-1,0
1970,-1,0
1971,-1,0
1972,-1,0
1973,-1,0
1974,1,0
1975,1,0
1976,1,0
1977,3,0
1978,3,0
1979,-1,0
1980,-1,0
1981,-1,0
1982,1,0
1983,1,0
1984,1,0
1985,1,0
1986,1,0
1987,1,0
1988,1,0
1989,1,0
1990,1,0
1991,1,0
1992,1,0
1993,1,0
1994,1,0
1995,-1,0
1996,1,0
1997,1,0
1998,1,0
1999,1,0
2000,1,0
2001,1,0
2002,1,0
2003,-1,0
2004,-1,0
2005,-1,0
2006,-1,0
2007,-1,0
2008,-1,0
2009,-1,0
2010,-1,0
2011,-1,0
2012,3,0
2013,3,0
2014,2,0
2015,3,0
2016,2,0
2017,-1,0
2018,-1,0
2019,-1,0
2020,-1,0
2021,-1,0
2022,-1,0
2023,3,0
2024,3,0
2025,3,0
2026,3,0
2027,3,0
2028,0,0
2029,0,0
2030,1,0
2031,0,0
2032,0,0
2033,1,0
2034,0,0
2035,1,0
2036,-1,0
2037,1,0
2038,1,0
2039,-1,0
2040,-1,0
2041,-1,0
