trip_id,arrival_time,departure_time,stop_id,stop_sequence
IE-1-1,0:40:00,0:40:00,A-0,2
IE-2-1,0:20:00,0:20:00,B-0,1
IE-2-1,0:50:00,0:50:00,A-0,2
IE-3-1,0:30:00,0:30:00,B-0,1
IE-3-1,1:00:00,1:00:00,A-0,2
IE-4-1,0:40:00,0:40:00,B-0,1
IE-4-1,1:10:00,1:10:00,A-0,2
IE-5-1,0:50:00,0:50:00,B-0,1
IE-5-1,1:20:00,1:20:00,A-0,2
IE-6-1,1:00:00,1:00:00,B-0,1
IE-6-1,1:30:00,1:30:00,A-0,2
IE-7-1,1:10:00,1:10:00,B-0,1
IE-7-1,1:40:00,1:40:00,A-0,2
IE-8-1,1:20:00,1:20:00,B-0,1
IE-8-1,1:50:00,1:50:00,A-0,2
IE-9-1,1:30:00,1:30:00,B-0,1
IE-9-1,2:00:00,2:00:00,A-0,2
IE-10-1,1:40:00,1:40:00,B-0,1
IE-10-1,2:10:00,2:10:00,A-0,2
IE-11-1,1:50:00,1:50:00,B-0,1
IE-11-1,2:20:00,2:20:00,A-0,2
IE-12-1,2:00:00,2:00:00,B-0,1
IE-12-1,2:30:00,2:30:00,A-0,2
IE-13-1,2:10:00,2:10:00,B-0,1
IE-13-1,2:40:00,2:40:00,A-0,2
IE-14-1,2:20:00,2:20:00,B-0,1
IE-14-1,2:50:00,2:50:00,A-0,2
IE-15-1,2:30:00,2:30:00,B-0,1
IE-15-1,3:00:00,3:00:00,A-0,2
IE-16-1,2:40:00,2:40:00,B-0,1
IE-16-1,3:10:00,3:10:00,A-0,2
IE-17-1,2:50:00,2:50:00,B-0,1
IE-17-1,3:20:00,3:20:00,A-0,2
IE-18-1,3:00:00,3:00:00,B-0,1
IE-18-1,3:30:00,3:30:00,A-0,2
IE-19-1,3:10:00,3:10:00,B-0,1
IE-19-1,3:40:00,3:40:00,A-0,2
IE-20-1,3:20:00,3:20:00,B-0,1
IE-20-1,3:50:00,3:50:00,A-0,2
IE-21-1,3:30:00,3:30:00,B-0,1
IE-21-1,4:00:00,4:00:00,A-0,2
IE-22-1,3:40:00,3:40:00,B-0,1
IE-22-1,4:10:00,4:10:00,A-0,2
IE-23-1,3:50:00,3:50:00,B-0,1
IE-23-1,4:20:00,4:20:00,A-0,2
IE-24-1,4:00:00,4:00:00,B-0,1
IE-24-1,4:30:00,4:30:00,A-0,2
IE-25-1,4:10:00,4:10:00,B-0,1
IE-25-1,4:40:00,4:40:00,A-0,2
IE-26-1,4:20:00,4:20:00,B-0,1
IE-26-1,4:50:00,4:50:00,A-0,2
IE-27-1,4:30:00,4:30:00,B-0,1
IE-27-1,5:00:00,5:00:00,A-0,2
IE-28-1,4:40:00,4:40:00,B-0,1
IE-28-1,5:10:00,5:10:00,A-0,2
IE-29-1,4:50:00,4:50:00,B-0,1
IE-29-1,5:20:00,5:20:00,A-0,2
IE-30-1,5:00:00,5:00:00,B-0,1
IE-30-1,5:30:00,5:30:00,A-0,2
IE-31-1,5:10:00,5:10:00,B-0,1
IE-31-1,5:40:00,5:40:00,A-0,2
IE-32-1,5:20:00,5:20:00,B-0,1
IE-32-1,5:50:00,5:50:00,A-0,2
IE-33-1,5:30:00,5:30:00,B-0,1
IE-33-1,6:00:00,6:00:00,A-0,2
IE-34-1,5:40:00,5:40:00,B-0,1
IE-34-1,6:10:00,6:10:00,A-0,2
IE-35-1,5:50:00,5:50:00,B-0,1
IE-35-1,6:20:00,6:20:00,A-0,2
